,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
590,33,1,2,213,2,7,3,4,3,1,49,3,3,0,3,1,25995,0,0,11,3,4,0.0,14,3.0,4,13,9,3.0,7
591,33,0,2,118,1,16,3,3,1,0,69,3,2,7,1,2,26507,5,0,15,3,3,0.0,6,3.0,3,3,2,0.0,2
592,47,1,2,202,2,2,2,1,3,0,33,3,4,1,4,1,12982,1,1,11,3,3,1.0,26,3.0,2,18,14,3.0,0
593,36,1,2,676,2,1,3,1,3,0,35,3,2,3,2,1,23361,0,0,15,3,1,1.0,10,2.0,3,9,7,0.0,5
594,29,1,2,1252,2,23,2,5,3,1,81,4,1,6,3,1,23779,1,0,24,3,3,1.0,10,3.0,3,10,7,0.0,7
595,58,0,2,286,2,2,4,5,4,1,31,3,5,0,2,2,25761,7,1,12,3,4,0.0,10,2.0,3,18,3,7.5,8
596,35,1,2,1258,2,1,4,5,4,0,40,4,1,6,3,2,13301,3,0,13,3,3,0.0,7,0.5,3,2,2,2.0,2
597,42,1,2,932,2,1,2,5,4,0,43,2,2,3,4,1,4051,2,1,13,3,4,1.0,8,4.0,3,4,3,0.0,2
598,28,0,2,890,2,2,4,4,3,1,46,3,1,6,3,2,16374,6,0,17,3,4,0.0,5,3.0,2,2,2,2.0,1
599,36,1,2,1041,0,13,3,0,3,1,36,3,1,4,2,1,25527,4,0,13,3,2,1.0,8,2.0,3,5,2,0.0,4
600,32,1,2,859,2,4,3,5,3,0,98,2,2,3,3,1,19124,1,0,12,3,3,1.0,14,3.0,3,14,13,6.0,8
601,40,1,1,720,2,16,4,4,1,1,51,2,2,8,3,2,11983,6,0,14,3,4,0.0,10,4.5,3,1,0,0.0,0
602,30,1,2,946,2,2,3,4,3,0,52,2,2,3,4,2,20234,5,1,24,3,2,0.0,12,4.0,2,0,0,0.0,0
603,45,1,2,252,2,2,3,5,2,0,95,2,1,6,3,2,6153,1,0,14,3,4,0.0,1,3.0,3,1,0,0.0,0
604,42,1,2,933,2,29,3,5,2,1,98,3,2,3,2,1,11806,1,0,13,3,4,1.0,10,3.0,2,9,8,7.0,8
605,38,1,1,471,2,12,3,5,1,1,45,2,2,2,1,0,4284,2,0,15,3,3,1.0,13,3.0,2,4,3,1.0,2
606,34,1,1,702,2,16,4,5,3,0,100,2,1,6,4,2,8306,1,0,16,3,3,0.0,6,3.0,3,5,2,1.0,3
607,49,0,2,1184,1,11,3,3,3,0,43,3,3,7,4,1,5860,1,0,18,3,1,2.0,9,3.0,4,9,8,7.0,7
608,55,0,2,436,1,2,1,4,3,1,37,3,2,7,4,2,21519,4,0,16,3,3,0.0,12,3.0,2,9,7,7.0,3
609,43,1,2,589,2,14,2,5,2,1,94,3,4,0,1,1,5200,6,0,24,3,3,1.0,22,3.0,3,4,1,1.0,0
610,27,1,2,269,2,5,1,2,3,1,42,2,3,0,4,0,8842,1,1,16,3,2,1.0,9,3.0,3,9,8,0.0,8
611,35,1,2,950,2,7,3,1,3,1,59,3,3,3,3,2,18869,3,0,21,3,2,0.0,17,3.0,4,8,5,1.0,6
612,28,1,2,760,1,2,4,3,2,0,81,3,2,7,2,1,3698,1,1,20,3,1,0.0,8,2.0,3,8,7,7.0,5
613,34,1,2,829,0,3,2,0,3,1,88,3,1,4,4,1,2243,0,0,19,3,3,1.0,4,1.0,1,3,2,0.0,2
614,26,0,1,887,2,5,2,4,3,0,88,2,1,6,3,1,20898,1,1,14,3,1,1.0,8,2.0,3,8,7,1.0,7
615,27,1,0,443,2,3,3,4,4,1,50,3,1,6,4,1,16571,1,0,11,3,3,2.5,0,4.5,2,0,0,0.0,0
616,51,1,2,1318,1,26,4,3,1,0,66,3,4,1,3,1,5594,2,0,14,3,3,1.0,10,2.0,2,18,6,4.0,3
617,44,1,2,625,2,4,3,4,4,1,50,3,2,2,2,2,5197,2,0,12,3,4,0.0,10,2.0,2,5,2,2.0,3
618,25,1,2,180,2,2,1,4,1,1,65,4,1,6,1,2,21632,7,0,13,3,3,0.0,6,3.0,2,4,3,0.0,1
619,33,1,2,586,1,1,3,4,1,1,48,4,2,7,1,0,21816,1,0,22,3,1,1.0,9,4.5,3,9,8,0.0,8
620,35,1,2,1343,2,27,1,4,3,0,53,2,1,6,1,2,17852,1,0,11,3,4,0.0,6,3.0,2,6,5,1.0,1
621,36,1,2,928,1,1,2,5,2,1,56,3,2,7,4,1,2823,1,1,14,3,4,1.0,18,1.0,2,18,14,4.0,11
622,32,1,2,117,1,13,4,5,2,1,73,3,2,7,4,0,9250,2,0,11,3,3,1.0,8,3.0,2,5,2,0.0,3
623,30,1,1,1012,2,5,4,5,2,1,75,2,1,6,4,0,2373,2,0,12,3,2,1.0,10,3.0,2,5,4,0.0,3
624,53,1,2,661,1,7,2,3,1,0,78,2,3,7,4,1,20715,7,1,18,3,4,1.0,10,3.0,3,5,2,0.0,4
625,45,1,2,930,1,9,3,3,4,1,74,3,3,7,1,0,19239,4,1,12,3,3,1.0,18,2.0,3,5,4,0.0,2
626,32,1,2,638,2,8,2,4,3,0,91,4,2,6,3,1,22162,5,0,12,3,3,1.0,9,3.0,2,5,3,1.0,3
627,52,1,1,890,2,25,4,4,3,0,81,2,4,3,4,1,19028,3,0,22,3,3,0.0,10,3.0,3,9,8,0.0,0
628,37,1,2,342,1,16,4,3,4,1,66,2,2,7,3,0,24558,4,0,19,3,4,2.0,9,2.0,3,1,0,0.0,0
629,28,1,2,1169,0,8,2,4,2,1,63,2,1,4,4,0,23965,1,0,13,3,4,1.0,6,4.5,3,5,1,0.0,4
630,22,1,2,1230,2,1,2,5,4,1,33,2,2,3,4,1,19146,6,0,22,3,1,2.0,4,2.0,1,2,2,2.0,2
631,44,1,2,986,2,8,4,5,1,1,62,4,1,8,4,1,5044,2,1,24,3,3,1.0,10,2.0,2,3,2,0.0,2
632,42,1,1,1271,2,2,1,4,2,1,35,3,1,6,4,2,9068,5,1,14,3,4,0.0,8,2.0,3,2,1,2.0,2
633,36,1,2,1278,0,8,3,5,1,1,77,2,1,4,1,1,8635,0,0,21,3,3,0.0,6,3.0,3,5,4,0.0,3
634,25,1,2,141,1,3,1,1,3,1,98,3,2,7,1,1,14363,1,1,18,3,4,0.0,5,3.0,3,5,3,0.0,3
635,35,1,2,607,2,9,3,5,4,0,66,2,3,3,3,1,23457,1,1,20,3,2,1.0,17,2.0,3,17,14,5.0,3
636,35,0,1,130,2,25,4,5,4,0,96,3,1,6,2,0,16612,1,1,19,3,1,1.0,10,3.0,2,10,2,7.0,8
637,32,1,0,300,2,1,3,5,4,1,61,3,1,8,4,0,9148,0,0,12,3,2,1.0,4,2.0,3,3,0,0.0,2
638,25,1,2,583,1,4,1,3,3,1,87,2,2,7,1,1,18154,1,0,12,3,1,0.0,5,1.0,4,5,2,0.0,3
639,49,1,2,1418,2,1,3,2,3,0,36,3,1,6,1,1,10554,2,0,16,3,2,1.0,7,2.0,3,4,2,0.0,2
640,24,1,0,1269,2,4,1,5,1,1,46,2,1,8,4,1,10778,0,0,17,3,4,0.0,6,2.0,2,5,2,3.0,4
641,32,1,1,379,1,5,2,5,2,1,48,3,2,7,2,1,8891,1,0,14,3,4,1.0,10,3.0,3,10,8,5.0,3
642,38,1,2,395,1,9,3,3,2,1,98,2,1,5,2,1,12102,0,0,19,3,4,1.0,3,3.0,3,2,2,1.0,2
643,42,1,2,1265,2,3,3,5,3,0,95,4,2,8,4,1,23726,2,1,13,3,2,1.0,17,1.0,2,5,3,1.0,3
644,31,1,2,1222,2,11,4,5,4,1,48,3,1,6,4,1,14871,3,1,19,3,2,1.0,8,2.0,3,6,4,0.0,2
645,29,0,2,341,1,1,3,4,2,0,48,2,1,5,3,0,23522,6,1,19,3,3,2.5,5,3.0,3,3,2,0.0,2
646,53,1,2,868,1,8,3,3,1,1,73,3,4,7,4,1,22789,5,0,14,3,3,1.0,28,3.0,3,2,0,2.0,2
647,35,1,2,672,2,25,3,2,4,1,78,2,3,3,2,1,9129,3,0,16,3,1,0.0,16,2.0,3,13,10,4.0,8
648,37,1,1,1231,1,21,2,4,3,0,54,3,1,5,4,1,21222,5,0,15,3,2,1.0,10,3.0,3,5,4,0.0,0
649,53,1,2,102,2,23,4,5,4,0,72,3,4,0,4,2,20206,6,0,18,3,3,0.0,10,0.5,3,12,9,3.0,8
650,43,1,1,422,2,1,3,5,4,0,33,3,2,2,4,1,21782,4,0,13,3,2,1.0,12,2.0,2,5,2,2.0,2
651,47,1,2,249,1,2,2,3,3,0,35,3,2,7,4,1,17783,0,1,22,3,1,1.0,8,2.0,3,7,6,7.0,7
652,37,1,0,1252,1,19,2,4,1,1,32,3,3,7,2,2,4814,1,1,13,3,4,0.0,10,2.0,3,10,0,0.0,9
653,50,1,0,881,2,2,4,5,1,1,98,3,4,1,1,0,4544,1,0,11,3,4,1.0,10,3.0,3,18,6,7.5,7
654,39,1,2,1383,0,2,3,5,4,0,42,2,2,4,4,1,7790,8,0,11,3,3,2.0,13,2.0,3,5,4,0.0,4
655,33,1,2,1075,0,3,2,0,4,1,57,3,1,4,2,0,22650,3,1,11,3,3,1.0,7,4.0,4,4,3,0.0,3
656,32,0,2,374,2,25,4,5,1,1,87,3,1,8,4,2,18016,1,1,24,3,3,0.0,1,2.0,1,1,0,0.0,1
657,29,1,2,1086,2,7,1,4,1,0,62,2,1,8,4,0,6054,6,0,14,3,3,2.5,8,4.5,3,4,3,0.0,3
658,44,1,2,661,2,9,2,5,2,1,61,3,1,6,1,1,7508,1,1,13,3,4,0.0,8,0.5,3,8,7,7.0,1
659,28,1,2,821,1,5,4,4,1,1,98,3,2,7,4,2,24252,1,0,14,3,2,0.0,4,3.0,3,4,2,0.0,2
660,58,0,1,781,2,2,1,5,4,1,57,2,1,8,4,0,13384,2,1,14,3,4,1.0,3,3.0,2,1,0,0.0,0
661,43,1,2,177,2,8,3,5,1,0,55,3,2,3,2,0,23814,4,0,21,3,3,1.0,4,2.0,4,1,0,0.0,0
662,20,0,2,500,1,2,3,4,3,0,49,2,1,5,3,2,22052,1,0,13,3,4,0.0,2,3.0,2,2,2,0.0,2
663,21,0,2,1427,2,18,1,1,4,0,65,3,1,6,4,2,8870,1,0,19,3,1,0.0,1,3.0,2,1,0,0.0,0
664,36,1,2,1425,2,14,1,5,3,1,68,3,2,2,4,1,4821,0,1,17,3,1,1.0,17,2.0,2,16,8,4.0,11
665,47,1,2,1454,1,2,4,5,4,0,65,2,1,5,4,2,13137,1,1,18,3,1,0.0,3,3.0,2,3,2,1.0,2
666,22,0,2,617,2,3,1,5,2,0,34,3,2,3,3,1,10022,0,1,19,3,1,1.0,4,3.0,4,3,2,0.0,2
667,41,0,2,1085,2,2,4,5,2,0,57,1,1,8,4,0,17725,4,1,13,3,3,1.0,10,1.0,2,7,7,1.0,0
668,28,1,2,995,2,9,3,4,3,0,77,3,1,6,3,0,9834,5,0,18,3,2,1.0,6,2.0,3,2,2,2.0,2
669,39,0,2,1122,2,6,3,4,4,1,70,3,1,8,1,1,4303,7,1,21,3,4,0.0,8,2.0,1,2,2,2.0,2
670,27,1,2,618,2,4,3,5,2,0,76,3,1,6,3,2,17808,1,0,19,3,3,0.0,1,2.0,3,1,1,0.0,0
671,34,1,2,546,2,10,3,5,2,1,83,3,1,8,2,0,6896,1,0,14,3,2,2.0,1,3.0,3,1,0,1.0,0
672,42,1,2,462,1,14,2,4,3,0,68,2,2,7,3,2,7824,7,0,17,3,1,0.0,10,4.5,3,5,4,0.0,3
673,33,1,2,1198,2,1,4,1,3,1,100,2,1,6,1,2,3339,3,1,11,3,2,0.0,6,1.0,3,3,2,0.0,2
674,58,1,2,1272,2,5,3,2,3,0,37,2,3,2,2,0,9255,2,1,13,3,4,1.0,24,3.0,3,6,0,0.0,4
675,31,1,2,154,1,7,4,5,2,1,41,2,1,5,3,1,11737,3,0,15,3,2,0.0,13,2.0,4,7,7,5.0,2
676,35,1,2,1137,2,21,1,5,4,0,51,3,2,2,4,1,19170,1,1,25,3,4,1.0,10,2.0,1,10,6,0.0,7
677,49,1,2,527,2,8,2,1,1,0,51,3,3,8,2,1,22477,4,0,11,3,3,1.0,10,3.0,2,18,9,1.0,7
678,48,1,2,1469,2,20,4,4,4,1,51,3,1,6,3,1,5543,4,0,17,3,1,2.0,13,2.0,2,0,0,0.0,0
679,31,1,0,1188,1,20,2,3,4,0,45,3,2,7,3,1,24406,1,0,13,3,4,1.0,9,2.0,2,9,8,0.0,0
680,36,1,2,188,2,7,4,1,2,1,65,3,1,6,4,2,23293,2,0,18,3,3,0.0,8,4.5,3,6,2,0.0,1
681,38,1,2,1333,2,1,3,2,4,0,80,3,3,0,1,1,16292,1,0,13,3,2,1.0,15,3.0,3,15,12,5.0,11
682,32,1,0,1184,2,1,3,5,3,0,70,2,1,8,2,1,3974,6,0,20,3,3,0.0,5,3.0,3,3,0,0.0,2
683,25,0,2,867,1,19,2,3,3,1,36,2,1,5,2,1,18798,1,1,18,3,3,2.5,1,2.0,3,1,0,0.0,0
684,40,1,2,658,1,10,4,3,1,1,67,2,3,7,2,0,20652,2,0,12,3,2,1.0,11,2.0,2,1,0,0.0,0
685,26,1,1,1283,1,1,3,4,3,1,52,2,2,7,1,2,11148,1,0,12,3,2,0.0,7,2.0,3,7,7,0.0,7
686,41,1,2,263,2,6,3,4,4,1,59,3,1,8,1,2,3119,2,1,13,3,3,0.0,20,3.0,3,18,13,2.0,3
687,36,1,2,938,2,2,4,4,3,1,79,3,1,8,3,2,12287,4,0,21,3,3,0.0,16,4.5,3,11,8,3.0,9
688,19,0,2,419,1,21,3,1,4,1,37,2,1,5,2,2,9947,1,1,13,3,2,0.0,1,3.0,4,1,0,0.0,0
689,20,0,2,129,2,4,3,2,1,1,84,3,1,8,1,2,13008,1,0,19,3,2,0.0,1,2.0,3,1,0,0.0,0
690,31,1,2,616,2,12,3,4,4,0,41,3,2,2,4,1,17369,0,1,11,3,3,2.0,10,2.0,1,9,7,7.5,5
691,40,1,1,1469,2,9,4,4,4,1,35,3,1,6,2,0,25063,8,1,14,3,4,1.0,3,2.0,3,1,1,0.0,0
692,32,1,2,498,2,3,4,4,3,0,93,3,2,3,1,1,13554,1,0,12,3,3,1.0,8,2.0,4,8,7,6.0,3
693,36,0,2,530,1,3,1,5,3,1,51,2,3,7,4,1,5518,1,1,11,3,1,1.0,16,4.5,3,16,7,3.0,7
694,33,1,2,1069,2,1,3,5,2,0,42,2,2,2,4,2,12291,0,0,14,3,1,0.0,6,3.0,3,5,0,1.0,4
695,37,0,2,625,1,1,4,5,1,1,46,2,3,7,3,1,14922,5,0,11,3,3,0.0,17,2.0,1,14,1,7.5,7
696,45,1,0,805,2,4,2,5,3,1,57,3,2,8,2,1,23163,1,0,12,3,2,0.0,9,4.5,2,9,7,0.0,8
697,29,1,1,1404,1,20,3,2,3,0,84,3,1,5,4,1,18203,1,0,15,3,2,1.0,3,4.5,3,3,1,0.0,2
698,35,1,2,1219,1,18,3,4,3,0,86,3,2,7,3,1,6179,1,0,16,3,2,0.0,5,3.0,3,5,2,1.0,0
699,52,1,2,1053,2,1,2,5,4,1,70,3,4,1,4,1,13829,2,0,15,3,2,1.0,26,2.0,2,9,8,7.0,8
700,58,0,2,289,2,2,3,2,4,1,51,3,1,6,3,2,26227,4,0,24,3,1,0.0,7,4.0,3,1,0,0.0,0
701,53,1,2,1376,1,2,2,4,3,1,45,3,4,1,3,0,13938,6,0,13,3,3,1.0,22,3.0,4,17,13,7.5,2
702,30,1,2,231,1,8,2,1,3,1,62,3,3,7,3,0,9977,5,0,11,3,1,1.0,10,2.0,4,8,4,7.0,7
703,38,1,0,152,1,10,3,2,3,0,85,3,2,7,4,2,19899,1,1,13,3,2,0.0,6,1.0,3,5,3,1.0,3
704,35,1,2,882,1,3,4,5,4,1,92,3,3,7,4,0,6812,6,0,13,3,2,1.0,12,2.0,3,10,9,0.0,8
705,39,1,2,903,1,2,5,5,1,1,41,4,3,7,3,2,2560,0,0,18,3,4,0.0,9,3.0,3,8,7,0.0,7
706,40,0,0,1479,1,24,3,5,2,0,100,4,4,7,2,2,17071,4,1,16,3,4,0.0,22,2.0,2,1,0,0.0,0
707,47,1,1,1379,2,16,4,4,3,1,64,4,2,3,3,0,6759,1,1,19,3,3,0.0,20,3.0,4,18,10,2.0,7
708,36,1,0,1229,1,8,4,2,1,1,84,3,2,7,4,0,25952,4,0,13,3,4,2.0,12,3.0,3,7,7,0.0,7
709,31,0,0,335,2,9,2,4,3,1,46,2,1,6,1,2,10322,0,1,22,3,1,0.0,4,0.5,3,3,2,1.0,2
710,33,1,0,722,1,17,3,5,4,1,38,3,4,1,3,2,20489,1,0,11,3,4,0.0,10,2.0,3,10,8,6.0,0
711,29,0,2,906,2,10,3,5,4,0,92,2,1,6,1,2,11479,6,1,20,3,3,0.0,3,4.5,3,0,0,0.0,0
712,33,1,2,461,2,13,1,5,2,0,53,3,1,6,4,2,17241,3,0,18,3,1,0.0,5,4.0,3,3,2,0.0,2
713,45,1,2,974,2,1,4,4,4,0,91,3,1,8,4,0,11005,3,0,14,3,4,2.0,8,2.0,3,5,3,0.0,2
714,50,1,2,1126,2,1,2,4,4,1,66,3,4,0,4,0,6615,2,0,22,3,3,1.0,10,1.0,2,5,4,1.0,3
715,33,1,1,827,2,1,4,1,3,0,84,4,2,2,2,1,20161,1,1,13,3,1,1.0,6,2.0,3,6,5,1.0,2
716,41,1,1,840,2,9,3,4,1,1,64,3,5,0,3,0,3735,2,0,17,3,2,1.0,21,2.0,4,18,3,0.0,11
717,27,1,2,1134,2,16,4,2,3,0,37,3,1,8,2,1,12086,2,0,14,3,2,1.0,4,2.0,3,2,2,2.0,2
718,45,1,0,248,2,23,2,5,4,1,42,3,2,8,1,1,14039,1,1,15,3,3,1.0,9,2.0,3,9,8,0.0,8
719,47,1,2,955,1,4,2,5,4,0,83,3,2,7,4,2,8571,1,1,17,3,3,0.0,9,0.5,3,9,0,0.0,7
720,30,0,2,138,2,22,3,5,1,0,48,3,1,6,3,1,11539,4,1,11,3,2,0.0,7,2.0,3,5,2,0.0,1
721,50,1,2,939,2,24,3,5,4,1,95,3,4,3,3,1,4161,3,1,18,3,4,1.0,22,2.0,3,12,11,1.0,5
722,38,1,1,1391,2,10,1,4,3,1,66,3,1,6,3,1,12127,0,0,17,3,2,1.0,3,0.5,2,2,1,0.0,2
723,46,1,2,566,2,7,2,4,4,1,75,3,3,3,3,0,24208,6,0,13,3,2,1.0,13,3.0,3,8,7,0.0,7
724,24,1,2,1206,2,17,1,4,4,0,41,2,2,3,3,0,24117,1,0,15,3,2,2.0,5,4.5,3,4,2,3.0,2
725,35,0,2,622,2,14,4,1,3,1,39,2,1,8,2,0,10074,1,1,24,3,4,1.0,5,2.0,1,4,2,0.0,2
726,31,1,1,853,2,1,1,5,3,0,96,3,2,3,1,1,11275,1,0,12,3,3,1.0,4,1.0,3,4,3,0.0,3
727,18,1,0,287,2,5,2,5,2,1,73,3,1,6,4,2,13493,1,0,15,3,4,0.0,0,2.0,3,0,0,0.0,0
728,54,1,2,1441,2,17,3,2,3,0,56,3,3,3,3,1,13943,8,0,11,3,3,1.0,22,2.0,3,10,7,0.0,8
729,35,1,2,583,2,25,4,4,3,0,57,3,3,2,3,0,6975,1,1,11,3,3,1.0,16,3.0,2,16,10,7.5,1
730,30,1,2,153,2,8,2,5,2,0,73,4,3,0,1,1,17802,0,1,12,3,3,2.5,9,4.0,2,8,7,1.0,7
731,20,0,2,1097,2,11,3,4,4,0,98,2,1,6,1,2,18275,1,1,15,3,1,0.0,1,2.0,3,1,0,0.0,0
732,30,0,1,109,2,5,3,4,2,0,60,3,1,8,2,2,25725,0,0,17,3,1,0.0,4,3.0,3,3,2,1.0,2
733,26,1,2,1066,2,2,2,4,4,1,32,4,2,3,4,1,3334,1,0,12,3,2,0.0,8,2.0,3,8,7,1.0,3
734,22,1,2,217,2,8,1,5,2,1,94,1,1,8,1,1,6881,1,0,15,3,1,1.0,4,3.0,2,4,3,1.0,1
735,48,1,2,277,2,6,3,5,1,1,97,2,2,2,3,2,13119,2,0,13,3,4,0.0,19,0.5,3,2,2,2.0,2
736,48,1,2,1355,2,4,4,5,3,1,78,2,3,2,3,2,22245,7,0,14,3,2,0.0,27,3.0,3,15,11,4.0,8
737,41,1,2,549,2,7,2,4,4,0,42,3,2,3,3,2,23371,6,0,14,3,2,0.0,8,4.5,3,2,2,2.0,1
738,39,1,2,466,2,1,1,5,4,0,65,2,4,3,4,1,7060,1,0,16,3,3,1.0,21,3.0,3,18,6,7.5,8
739,27,1,2,1055,2,2,4,5,1,0,47,3,2,3,4,1,4658,0,0,18,3,2,1.0,4,2.0,3,3,2,2.0,2
740,35,1,2,802,2,10,3,1,2,1,45,3,1,8,4,0,9541,1,0,20,3,1,1.0,3,4.0,2,3,2,1.0,2
741,42,1,2,265,1,5,2,3,4,1,90,3,5,1,3,1,7770,6,0,13,3,2,0.0,21,3.0,4,1,0,0.0,0
742,50,1,2,804,2,9,3,5,1,1,64,3,1,8,4,1,20165,4,0,18,3,2,0.0,8,4.5,3,1,0,0.0,0
743,59,1,2,715,2,2,3,5,3,0,69,2,4,3,4,2,21829,3,1,13,3,1,0.0,10,4.0,3,5,3,4.0,3
744,37,0,2,1141,2,11,2,4,1,0,61,1,2,2,2,1,14382,5,0,15,3,1,0.0,15,2.0,1,1,0,0.0,0
745,55,1,1,135,2,18,4,4,3,1,62,3,2,2,2,1,12992,3,1,14,3,4,2.0,17,3.0,3,8,7,6.0,7
746,41,1,0,247,2,7,1,5,2,0,55,1,5,0,3,0,20284,1,0,22,3,2,2.0,21,3.0,3,18,3,5.0,10
747,38,1,2,1035,1,3,4,5,2,1,42,3,2,7,4,2,4981,8,1,12,3,3,0.0,19,1.0,3,1,0,0.0,0
748,26,0,0,265,1,29,2,4,2,1,79,1,2,7,1,2,21813,8,0,18,3,4,0.0,7,4.5,3,2,2,2.0,2
749,52,0,2,266,1,2,1,3,1,0,57,1,5,1,4,1,25846,1,0,15,3,4,1.0,10,3.0,3,18,14,6.0,9
750,44,1,2,1448,1,28,3,4,4,0,53,4,4,7,4,1,11737,3,1,18,3,3,1.0,23,2.0,3,12,11,7.5,11
751,50,1,0,145,1,1,3,5,4,0,95,3,2,7,3,1,24920,0,0,12,3,1,1.0,19,3.0,3,18,7,0.0,13
752,36,0,2,885,2,16,4,5,3,0,43,4,1,8,1,2,8269,1,0,16,3,3,0.0,18,1.0,3,17,13,7.5,14
753,39,1,1,945,2,22,3,4,4,0,82,3,3,3,1,2,5083,1,1,13,3,3,0.0,21,2.0,3,18,6,2.0,8
754,33,1,0,1038,1,8,1,5,2,0,88,2,1,5,4,2,21437,0,0,19,3,4,0.0,3,2.0,2,2,2,2.0,2
755,45,1,2,1234,1,11,2,5,4,0,90,3,4,1,4,1,5404,3,0,13,3,2,1.0,26,4.0,4,9,3,1.0,1
756,32,1,0,1109,2,29,4,4,4,0,69,3,1,8,3,2,11135,2,0,12,3,2,0.0,10,2.0,3,8,7,7.0,7
757,34,1,2,216,1,1,4,3,2,1,75,4,2,7,4,0,12278,0,0,11,3,4,1.0,16,2.0,2,15,1,0.0,9
758,59,1,2,1089,1,1,2,2,2,1,66,3,3,1,4,1,11038,3,1,14,3,3,1.0,14,1.0,1,6,4,0.0,4
759,45,1,2,788,0,24,4,4,2,1,36,3,1,4,2,2,8318,1,0,16,3,1,0.0,6,3.0,3,6,3,0.0,4
760,53,1,1,124,1,2,3,3,3,0,38,2,3,7,2,1,23537,2,0,12,3,1,1.0,10,2.0,3,15,7,6.0,12
761,36,0,2,660,2,15,3,1,1,1,81,3,2,8,3,0,7858,7,0,14,3,2,1.0,9,3.0,2,1,0,0.0,0
762,26,0,1,342,2,2,3,5,1,1,57,3,1,6,1,1,15346,6,1,14,3,2,1.0,6,2.0,3,3,2,1.0,2
763,34,1,2,1333,1,10,4,5,3,0,87,3,1,5,3,1,18410,1,1,19,3,4,1.0,1,2.0,3,1,1,0.0,0
764,28,1,2,1144,1,10,1,4,4,1,74,3,1,5,2,1,23384,1,0,22,3,2,0.0,1,4.5,3,1,0,0.0,0
765,38,1,1,1186,2,3,4,1,3,1,44,3,1,6,3,1,2997,3,0,16,3,1,1.0,8,2.0,3,2,2,2.0,2
766,50,1,2,1464,2,2,4,4,2,1,62,3,5,0,3,1,12853,2,1,11,3,4,1.0,10,2.0,2,8,1,7.0,7
767,37,1,2,124,2,3,3,1,4,0,35,3,2,2,2,2,13848,3,0,15,3,1,0.0,8,3.0,2,4,3,0.0,1
768,40,1,2,300,1,26,3,3,3,1,74,3,2,7,1,1,22217,1,0,14,3,2,1.0,8,3.0,2,7,7,7.0,5
769,26,1,1,921,2,1,1,4,1,0,66,2,1,6,3,0,25265,1,0,13,3,3,2.0,5,4.5,3,5,3,1.0,3
770,46,1,2,430,2,1,4,4,4,1,40,3,5,0,4,0,21445,2,0,17,3,4,2.0,23,0.5,3,2,2,2.0,2
771,54,1,2,1082,1,2,4,5,3,0,41,2,3,7,3,1,8392,6,0,11,3,2,1.0,13,4.0,3,9,4,7.0,0
772,56,1,1,1240,2,9,3,4,1,0,63,3,1,6,3,1,12154,2,0,19,3,2,1.0,18,4.0,3,5,4,0.0,3
773,36,1,2,796,2,12,5,4,4,0,51,2,3,3,4,2,15669,0,0,11,3,2,0.0,15,2.0,2,14,8,7.0,8
774,55,1,0,444,2,2,1,4,3,1,40,2,4,1,1,2,17323,7,0,15,3,2,0.0,10,3.0,4,9,7,6.0,2
775,43,1,2,415,1,25,3,4,3,1,79,2,3,7,4,0,5268,5,0,13,3,3,1.0,18,4.5,3,1,0,0.0,0
776,20,0,1,769,1,9,3,3,4,0,54,3,1,5,4,2,17205,1,1,14,3,2,0.0,2,3.0,3,2,2,0.0,2
777,21,0,2,1334,2,10,3,5,3,0,36,2,1,8,1,2,17258,1,0,13,3,1,0.0,1,4.5,2,1,0,1.0,0
778,46,1,2,1003,2,8,4,5,4,0,74,2,2,6,1,0,21029,8,1,23,3,1,2.5,19,2.0,3,16,13,1.0,7
779,51,0,2,1323,2,4,4,5,1,1,34,3,1,6,3,1,10332,2,1,12,3,3,2.5,18,2.0,4,10,0,2.0,7
780,28,0,0,1366,2,24,2,2,2,1,72,2,3,2,1,2,12355,1,0,12,3,1,0.0,10,2.0,2,10,7,1.0,9
781,26,1,2,192,2,1,2,4,1,1,59,2,1,8,1,1,11141,1,0,16,3,1,2.0,6,2.0,3,5,3,1.0,3
782,30,1,2,1176,2,20,3,1,3,1,85,3,2,3,1,1,9096,0,0,15,3,3,1.0,7,1.0,2,6,2,0.0,2
783,41,1,2,509,2,7,2,2,2,0,43,4,1,6,3,1,18863,1,0,13,3,3,0.0,10,3.0,3,10,6,0.0,8
784,38,1,2,330,2,17,1,5,3,0,65,2,3,2,3,1,24608,0,0,18,3,1,1.0,20,4.0,2,18,9,1.0,9
785,40,1,2,1492,2,20,4,2,1,1,61,3,3,2,4,1,26542,4,0,20,3,4,1.0,14,4.5,3,11,10,7.5,1
786,27,1,0,1277,2,8,5,5,1,1,87,1,1,8,3,1,5869,1,0,19,3,4,2.5,3,4.0,3,3,2,1.0,2
787,55,1,1,1091,2,2,1,5,4,1,65,3,3,3,2,1,15813,3,0,18,3,2,1.0,23,4.0,3,3,2,1.0,2
